command,name,help,description,arguments_json,has_help,has_description,mentioned_in_docs,example_in_code_block,safety_flags
capsule,capsule,canonical capsule capability commands,Canonical capsule commands implemented by the current capability subsystem.,"[{""choices"": null, ""default"": ""."", ""dest"": ""project"", ""help"": ""project root used by the capability implementation (default: current directory)"", ""nargs"": null, ""option_strings"": [""--project""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": ""analyst"", ""dest"": ""actor"", ""help"": null, ""nargs"": null, ""option_strings"": [""--actor""], ""required"": false, ""type"": null}]",True,True,False,False,[]
capsule create,create,create command,,"[{""choices"": null, ""default"": null, ""dest"": ""name"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": [], ""dest"": ""include"", ""help"": null, ""nargs"": null, ""option_strings"": [""--include""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""external_json"", ""help"": null, ""nargs"": null, ""option_strings"": [""--external-json""], ""required"": false, ""type"": null}]",True,False,False,False,[]
capsule inspect,inspect,inspect command,,"[{""choices"": null, ""default"": null, ""dest"": ""path"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
capsule reproduce,reproduce,reproduce command,,"[{""choices"": null, ""default"": null, ""dest"": ""path"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""destination"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
capsule verify,verify,verify command,,"[{""choices"": null, ""default"": null, ""dest"": ""path"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
changeset,changeset,canonical changeset capability commands,Canonical changeset commands implemented by the current capability subsystem.,"[{""choices"": null, ""default"": ""."", ""dest"": ""project"", ""help"": ""project root used by the capability implementation (default: current directory)"", ""nargs"": null, ""option_strings"": [""--project""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": ""analyst"", ""dest"": ""actor"", ""help"": null, ""nargs"": null, ""option_strings"": [""--actor""], ""required"": false, ""type"": null}]",True,True,False,False,[]
changeset add-operation,add-operation,add-operation command,,"[{""choices"": null, ""default"": null, ""dest"": ""changeset_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""operation_json"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
changeset apply,apply,apply command,,"[{""choices"": null, ""default"": null, ""dest"": ""path"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
changeset conflicts,conflicts,conflicts command,,"[{""choices"": null, ""default"": null, ""dest"": ""changeset_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
changeset create,create,create command,,"[{""choices"": null, ""default"": null, ""dest"": ""name"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""base_audit_hash"", ""help"": null, ""nargs"": null, ""option_strings"": [""--base-audit-hash""], ""required"": false, ""type"": null}]",True,False,False,False,[]
changeset export,export,export command,,"[{""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""after_hash"", ""help"": null, ""nargs"": null, ""option_strings"": [""--after-hash""], ""required"": false, ""type"": null}]",True,False,False,False,[]
changeset inspect,inspect,inspect command,,"[{""choices"": null, ""default"": null, ""dest"": ""path"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
changeset merge,merge,merge command,,"[{""choices"": null, ""default"": null, ""dest"": ""left_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""right_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""name"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
changeset rebase,rebase,rebase command,,"[{""choices"": null, ""default"": null, ""dest"": ""changeset_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""new_base_hash"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
changeset show,show,show command,,"[{""choices"": null, ""default"": null, ""dest"": ""changeset_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
changeset verify,verify,verify command,,"[{""choices"": null, ""default"": null, ""dest"": ""changeset_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
claim-attach,claim-attach,attach an evidence record to an existing claim,,"[{""choices"": null, ""default"": null, ""dest"": ""project"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""claim_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""evidence_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
claim-contradict,claim-contradict,attach contradictory evidence to a claim,,"[{""choices"": null, ""default"": null, ""dest"": ""project"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""claim_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""evidence_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
claim-create,claim-create,create an evidence-linked project claim,,"[{""choices"": null, ""default"": null, ""dest"": ""project"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""subject"", ""help"": null, ""nargs"": null, ""option_strings"": [""--subject""], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""predicate"", ""help"": null, ""nargs"": null, ""option_strings"": [""--predicate""], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""object_value"", ""help"": null, ""nargs"": null, ""option_strings"": [""--object""], ""required"": true, ""type"": null}, {""choices"": null, ""default"": [], ""dest"": ""evidence"", ""help"": null, ""nargs"": null, ""option_strings"": [""--evidence""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""id"", ""help"": null, ""nargs"": null, ""option_strings"": [""--id""], ""required"": false, ""type"": null}]",True,False,False,False,[]
claim-verify,claim-verify,evaluate whether a claim has sufficient independent evidence,,"[{""choices"": null, ""default"": null, ""dest"": ""project"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""claim_id"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}]",True,False,False,False,[]
class,class,canonical class capability commands,Canonical class commands implemented by the current capability subsystem.,"[{""choices"": null, ""default"": ""."", ""dest"": ""project"", ""help"": ""project root used by the capability implementation (default: current directory)"", ""nargs"": null, ""option_strings"": [""--project""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": ""analyst"", ""dest"": ""actor"", ""help"": null, ""nargs"": null, ""option_strings"": [""--actor""], ""required"": false, ""type"": null}]",True,True,False,False,[]
class scaffold,scaffold,scaffold command,,"[{""choices"": null, ""default"": null, ""dest"": ""vtable_report"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""headers"", ""help"": null, ""nargs"": null, ""option_strings"": [""--headers""], ""required"": false, ""type"": null}]",True,False,False,False,[]
coff-comdat-resolve,coff-comdat-resolve,resolve COMDAT groups across COFF objects,,"[{""choices"": null, ""default"": null, ""dest"": ""objects"", ""help"": null, ""nargs"": ""+"", ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""report"", ""help"": null, ""nargs"": null, ""option_strings"": [""--report""], ""required"": false, ""type"": ""_path""}]",True,False,False,False,[]
coff-extract,coff-extract,extract one symbol payload from a COFF object,,"[{""choices"": null, ""default"": null, ""dest"": ""object"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""symbol"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""size"", ""help"": null, ""nargs"": null, ""option_strings"": [""--size""], ""required"": false, ""type"": ""_int""}]",True,False,False,False,[]
coff-inspect,coff-inspect,"inspect COFF object metadata, symbols, and relocations",,"[{""choices"": null, ""default"": null, ""dest"": ""object"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}]",True,False,False,False,[]
coff-synthesize,coff-synthesize,create a synthetic COFF object from code and relocations,,"[{""choices"": null, ""default"": null, ""dest"": ""code"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": null, ""default"": null, ""dest"": ""symbol"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""output"", ""help"": null, ""nargs"": null, ""option_strings"": [], ""required"": true, ""type"": ""_path""}, {""choices"": [""x86"", ""x86_64""], ""default"": ""x86"", ""dest"": ""architecture"", ""help"": null, ""nargs"": null, ""option_strings"": [""--architecture""], ""required"": false, ""type"": null}, {""choices"": null, ""default"": null, ""dest"": ""relocations"", ""help"": null, ""nargs"": null, ""option_strings"": [""--relocations""], ""required"": false, ""type"": ""_path""}]",True,False,False,False,[]
commands,commands,list canonical capability routes and implementation owners,,"[{""choices"": [""abi"", ""asm"", ""asset"", ""boundary"", ""build"", ""campaign"", ""candidate"", ""capsule"", ""changeset"", ""class"", ""compiler-rules"", ""consensus"", ""counterexample"", ""decompiler"", ""diff"", ""family"", ""function"", ""game-pattern"", ""ghidra-mcp"", ""graph"", ""headers"", ""hybrid"", ""hypothesis"", ""image-text"", ""library"", ""llm"", ""loop"", ""match"", ""mod"", ""module"", ""pattern"", ""pe"", ""playability"", ""plugin"", ""progress"", ""project"", ""proof"", ""provenance"", ""regression"", ""release-policy"", ""reloc"", ""review"", ""runtime"", ""runtime-analysis"", ""script-port"", ""security"", ""source"", ""source-map"", ""source-stage"", ""staging"", ""subsystem"", ""tests"", ""text-swap"", ""toolchain"", ""triage"", ""type"", ""vtable"", ""windows"", ""worker""], ""default"": null, ""dest"": ""group"", ""help"": null, ""nargs"": null, ""option_strings"": [""--group""], ""required"": false, ""type"": null}, {""choices"": [""governance"", ""reconstruction"", ""native"", ""assembly""], ""default"": null, ""dest"": ""owner"", ""help"": null, ""nargs"": null, ""option_strings"": [""--owner""], ""required"": false, ""type"": null}]",True,False,True,False,[]
